SHOHINCD,SHOHINNM,SHOHINNM,KIKAKU
001000,100000,運送梱包費（混載便）,福山通運/指定無し
001000,100010,運送梱包費（混載便）,福山通運/日祝配達
001000,100100,運送梱包費（混載便）,福山通運/時間指定
001000,100800,運送梱包費（混載便）,福山通運/中継料込み
001000,100900,運送梱包費（混載便）,福山通運→日通海運
001000,100908,運送梱包費（混載便）,福山通運→日通海運(沖縄)
001000,100950,運送梱包費（混載便）,福山通運→共同ﾌｪﾘｰ(種子島)
001000,200000,運送梱包費（混載便）,ヤマト運輸/指定無し
001000,200100,運送梱包費（混載便）,ヤマト運輸/ﾀｲﾑｻｰﾋﾞｽ
001000,290000,運送梱包費（混載便）,ヤマト運輸/沖縄 (航空便)
001000,290100,運送梱包費（混載便）,ヤマト運輸/沖縄 (船便)
001000,300000,運送梱包費（混載便）,佐川急便/指定無し
001000,300010,運送梱包費（混載便）,佐川急便/日祭配達
001000,300100,運送梱包費（混載便）,佐川急便/スーパー便
001000,308100,運送梱包費（混載便）,佐川急便→日通海運(鹿児島)
001000,309100,運送梱包費（混載便）,佐川急便→共同ﾌｪﾘｰ(種子島)
001000,500000,運送梱包費（混載便）,日通航空
001000,600000,運送梱包費（混載便）,レターパックライト
002000,000010,運送梱包費（チャ－タ－便）,*****　　中国地区運賃　　****
002000,000015,運送梱包費（チャ－タ－便）,広島県広島市　(4t平)
002000,000016,運送梱包費（チャ－タ－便）,広島県広島市　(4tﾕﾆｯｸ)
002000,000017,運送梱包費（チャ－タ－便）,広島県福山市　(4t平)
002000,000018,運送梱包費（チャ－タ－便）,広島県福山市　(4tﾕﾆｯｸ)
002000,000020,運送梱包費（チャ－タ－便）,岡山県岡山市　(4t平)
002000,000021,運送梱包費（チャ－タ－便）,岡山県岡山市　(4tﾕﾆｯｸ)
002000,000022,運送梱包費（チャ－タ－便）,岡山県北部　(4t平)
002000,000023,運送梱包費（チャ－タ－便）,岡山県北部　(4tﾕﾆｯｸ)
002000,000030,運送梱包費（チャ－タ－便）,島根県松江市　(4t平)
002000,000031,運送梱包費（チャ－タ－便）,島根県松江市　(4tﾕﾆｯｸ)
002000,000032,運送梱包費（チャ－タ－便）,鳥取県　(4t平)
002000,000033,運送梱包費（チャ－タ－便）,鳥取県　(4tﾕﾆｯｸ)
002000,000034,運送梱包費（チャ－タ－便）,山口県　(4t平)
002000,000035,運送梱包費（チャ－タ－便）,山口県　(4tﾕﾆｯｸ)
002000,000036,運送梱包費（チャ－タ－便）,広島県三原市　(4t平)
002000,000037,運送梱包費（チャ－タ－便）,広島県三原市　(4tﾕﾆｯｸ)
002000,000038,運送梱包費（チャ－タ－便）,因島町　(4t平)
002000,000039,運送梱包費（チャ－タ－便）,因島町　(4tﾕﾆｯｸ)
002000,000040,運送梱包費（チャ－タ－便）,瀬戸田町　(4t平)
002000,000041,運送梱包費（チャ－タ－便）,瀬戸田町　(4tﾕﾆｯｸ)
002000,000042,運送梱包費（チャ－タ－便）,府中市　(4t平)
002000,000043,運送梱包費（チャ－タ－便）,府中町　(4tﾕﾆｯｸ)
002000,000044,運送梱包費（チャ－タ－便）,世羅町　(4t平)
002000,000045,運送梱包費（チャ－タ－便）,世羅町　(4tﾕﾆｯｸ)
002000,000046,運送梱包費（チャ－タ－便）,竹原市　(4t平)
002000,000047,運送梱包費（チャ－タ－便）,竹原市　(4tﾕﾆｯｸ)
002000,000048,運送梱包費（チャ－タ－便）,上下町　(4t平)
002000,000049,運送梱包費（チャ－タ－便）,上下町　(4tﾕﾆｯｸ)
002000,000050,運送梱包費（チャ－タ－便）,*****　　北陸地区運賃　　****
002000,000100,運送梱包費（チャ－タ－便）,石川県金沢市　(4t平)
002000,000110,運送梱包費（チャ－タ－便）,石川県金沢市　(4tﾕﾆｯｸ)
002000,000200,運送梱包費（チャ－タ－便）,富山県富山市　(4t平)
002000,000210,運送梱包費（チャ－タ－便）,富山県富山市　(4tﾕﾆｯｸ)
002000,000220,運送梱包費（チャ－タ－便）,新潟　(4t平)
002000,000230,運送梱包費（チャ－タ－便）,新潟　(4tﾕﾆｯｸ)
002000,000500,運送梱包費（チャ－タ－便）,高速料金
002000,000600,運送梱包費（チャ－タ－便）,*****　　その他本州運賃　　****
002000,000610,運送梱包費（チャ－タ－便）,大阪　(4t平)
002000,000620,運送梱包費（チャ－タ－便）,大阪　(4tﾕﾆｯｸ)
002000,000630,運送梱包費（チャ－タ－便）,京都・奈良　(4t平)
002000,000640,運送梱包費（チャ－タ－便）,京都・奈良　(4tﾕﾆｯｸ)
002000,000650,運送梱包費（チャ－タ－便）,滋賀　(4t平)
002000,000660,運送梱包費（チャ－タ－便）,滋賀　(4tﾕﾆｯｸ)
002000,000670,運送梱包費（チャ－タ－便）,名古屋・岐阜　(4t平)
002000,000680,運送梱包費（チャ－タ－便）,名古屋・岐阜　(4tﾕﾆｯｸ)
002000,000690,運送梱包費（チャ－タ－便）,和歌山　(4t平)
002000,000700,運送梱包費（チャ－タ－便）,和歌山　(4tﾕﾆｯｸ)
002000,000710,運送梱包費（チャ－タ－便）,栃木・埼玉　(4t平)
002000,000720,運送梱包費（チャ－タ－便）,栃木・埼玉　(4tﾕﾆｯｸ)
002000,000730,運送梱包費（チャ－タ－便）,静岡　(4t平)
002000,000740,運送梱包費（チャ－タ－便）,静岡　(4tﾕﾆｯｸ)
002000,000008,運送梱包費（チャ－タ－便）,****　　四国地区運賃　　****
002000,000009,運送梱包費（チャ－タ－便）,松山地区　(4t平)
002000,000010,運送梱包費（チャ－タ－便）,松山地区　(4tﾕﾆｯｸ)
002000,000015,運送梱包費（チャ－タ－便）,宇和島地区　(4t平)
002000,000016,運送梱包費（チャ－タ－便）,宇和島地区　(4tﾕﾆｯｸ)
002000,000019,運送梱包費（チャ－タ－便）,徳島地区　(4t平)
002000,000020,運送梱包費（チャ－タ－便）,徳島地区　(4tﾕﾆｯｸ)
002000,000029,運送梱包費（チャ－タ－便）,高知地区　(4t平)
002000,000030,運送梱包費（チャ－タ－便）,高知地区　(4tﾕﾆｯｸ)
002000,000039,運送梱包費（チャ－タ－便）,香川地区　(4t平)
002000,000040,運送梱包費（チャ－タ－便）,香川地区　(4tﾕﾆｯｸ)
002010,000100,運送梱包費（チャーター便）,高速道路料金
002010,001000,運送梱包費（チャーター便）,【4ton平】
002010,080004,運送梱包費（チャーター便）,北九州地区(4ton平)
002010,080204,運送梱包費（チャーター便）,飯塚地区(4ton平)
002010,081004,運送梱包費（チャーター便）,福岡地区(4ton平)
002010,083004,運送梱包費（チャーター便）,久留米地区(4ton平)
002010,084004,運送梱包費（チャーター便）,佐賀地区(4ton平)
002010,084104,運送梱包費（チャーター便）,佐賀.唐津地区(4ton平)
002010,085004,運送梱包費（チャーター便）,長崎地区(4ton平)
002010,086004,運送梱包費（チャーター便）,熊本地区(4ton平)
002010,086304,運送梱包費（チャーター便）,熊本・天草地区(4ton平)
002010,086804,運送梱包費（チャーター便）,熊本・人吉地区(4ton平)
002010,087004,運送梱包費（チャーター便）,大分地区(4ton平)
002010,088004,運送梱包費（チャーター便）,宮崎地区(4ton平)
002010,089004,運送梱包費（チャーター便）,鹿児島地区(4ton平)
002010,089101,運送梱包費（チャーター便）,鹿児島離島/港止め
002010,090004,運送梱包費（チャーター便）,沖縄本島（日通海運）
002010,091004,運送梱包費（チャーター便）,沖縄離島（日通海運）
002010,100000,運送梱包費（チャーター便）,【4ton/ﾕﾆｯｸ車】
002010,181004,運送梱包費（チャーター便）,福岡市内(4t/ﾕﾆｯｸ)
002010,182004,運送梱包費（チャーター便）,佐賀地区　(4tﾕﾆｯｸ)
002010,183004,運送梱包費（チャーター便）,北九州地区　(4tﾕﾆｯｸ)
002010,185004,運送梱包費（チャーター便）,長崎市内(4t/ﾕﾆｯｸ)
002010,186004,運送梱包費（チャーター便）,熊本市内(4t/ﾕﾆｯｸ)
002010,187004,運送梱包費（チャーター便）,大分地区(4t/ﾕﾆｯｸ)
002010,188004,運送梱包費（チャーター便）,宮崎地区(4t/ﾕﾆｯｸ)
002010,189004,運送梱包費（チャーター便）,鹿児島市内(4t/ﾕﾆｯｸ)
002010,190004,運送梱包費（チャーター便）,沖縄本島(日通海運/4tﾕﾆｯｸ)
003000,000100,運送梱包費,別途御見積り
003000,001010,運送梱包費,九州本島(離島は除く)
003000,001020,運送梱包費,沖縄本島(離島は除く)
003000,002010,運送梱包費,中国(離島は除く)
003000,003010,運送梱包費,四国(離島は除く)
003000,004010,運送梱包費,関西(離島は除く)
003000,005010,運送梱包費,東海(離島は除く)
003000,006010,運送梱包費,関東(離島は除く)
003000,007010,運送梱包費,東北(離島は除く)
003000,008010,運送梱包費,北海道(離島は除く)
003000,100000,運送梱包費,メーカー直送
003000,200000,運送梱包費,　＜ＺＡＭ架台＞
003000,200150,運送梱包費,九州本島/Ｗ1500
003000,200151,運送梱包費,九州本島/W1500-架台.ｹｰﾌﾞﾙﾗｯｸ
003000,200200,運送梱包費,九州本島/Ｗ2000
003000,200201,運送梱包費,九州本島/W2000-架台.ｹｰﾌﾞﾙﾗｯｸ
003000,200250,運送梱包費,九州本島/Ｗ2500
003000,200251,運送梱包費,九州本島/W2500-架台.ｹｰﾌﾞﾙﾗｯｸ
003000,200255,運送梱包費,九州本島/W2500*1式.W2000*1式
003000,201250,運送梱包費,九州本島/Ｗ2500（塗装品）
003000,202150,運送梱包費,沖縄本島/Ｗ1500
003000,202200,運送梱包費,沖縄本島/Ｗ2000
003000,202250,運送梱包費,沖縄本島/Ｗ2500
003000,300000,運送梱包費,　＜ケーブルラック＞
003000,300150,運送梱包費,九州本島/ｹｰﾌﾞﾙﾗｸ Ｗ1500
003000,300200,運送梱包費,九州本島/ｹｰﾌﾞﾙﾗｸ Ｗ2000
003000,300250,運送梱包費,九州本島/ｹｰﾌﾞﾙﾗｸ Ｗ2500
008001,000100,現地調査設計費,現地調査・施工図面
008002,001000,現地調査人件費,現地調査費(平日)技師C-H27
008003,001000,施工図面作成人件費,施工図面作成費
008004,001000,移動人件費,移動時間
008005,001000,間接原価及び一般管理費,間接原価
008005,002000,間接原価及び一般管理費,一般管理費
008006,001000,旅費交通費,交通費(一般交通機関利用)
008006,001110,旅費交通費,交通費(自家用車利用)
008006,001210,旅費交通費,交通費(有料道路料金)
008006,002000,旅費交通費,宿泊費
008010,001000,施工図面費,工事施工設計図面費
008010,100000,施工図面費,工事施工設計図面00枚
008050,001000,測定試験費,(1/1-2/1)
008050,001050,測定試験費,宿泊費
008050,001100,測定試験費,諸経費(10%)
008100,001000,品質検査及び作業報告書,【提出：各2部】
008100,002100,品質検査及び作業報告書,鋼材検査証明書
008100,002200,品質検査及び作業報告書,製造工程写真
008100,003000,品質検査及び作業報告書,溶接検査報告書
008100,004000,品質検査及び作業報告書,めっき試験成績表
008100,004010,品質検査及び作業報告書,ﾒｯｷ成績表/工程写真付
008100,005000,品質検査及び作業報告書,出荷証明書
008100,006000,品質検査及び作業報告書,社内検査結果報告書
008100,007110,品質検査及び作業報告書,塗料出荷証明書
008100,007120,品質検査及び作業報告書,塗料試験成績書
008100,007130,品質検査及び作業報告書,塗装工程写真
008200,001000,構造計算書,構造計算書
008200,001099,構造計算書,構造計算書
008200,001100,構造計算書,構造計算書
008200,001120,構造計算書,構造計算書
008200,001150,構造計算書,構造計算書
008200,001180,構造計算書,構造計算書
008200,100010,構造計算書,①直接人件費 1　主任技師
008200,100020,構造計算書,②直接人件費 2　技術員
008200,100030,構造計算書,③間接原価　人件費*α/(1-α)
008200,100040,構造計算書,④業務原価　①～③
008200,100050,構造計算書,⑤一般管理費　業務原価*(β/(1-β)
008200,100060,構造計算書,端数調整
008250,001000,基礎地盤における安定検討,地盤調査を除く
009000,001000,お得意様特別値引き,特別値引き
009000,002000,お得意様特別値引き,施工図面費
100080,000010,人材派遣費,**月分
100080,000020,人材派遣費,労務費(*/25-*/24)
100080,000025,人材派遣費,宿泊費
100080,000050,人材派遣費,労務費(**月分)
100080,000051,人材派遣費,超勤労働時間
100080,000052,人材派遣費,一般経費(15%)
100080,000053,人材派遣費,通勤費
100080,000054,人材派遣費,出張旅費
100090,000100,ＣＡＤ　竣工図面,基地局(  枚)
100100,000100,メッキ加工,メッキ加工（小物）
100100,000200,メッキ加工,メッキ加工
100220,001000,設計及び図面費,技師Ｃ
100220,001010,設計及び図面費,技師Ｃ
100220,002000,設計及び図面費,技術員
100220,002010,設計及び図面費,技術員
100220,003000,設計及び図面費,図面作成業務
200026,000100,平鋼　ＦＢ２５×６,寸法切
200026,000110,平鋼　ＦＢ２５×６,丸穴加工
200045,000100,平鋼　ＦＢ３８×4.5,寸法切
200045,000110,平鋼　ＦＢ３８×4.5,丸穴加工
200046,000100,平鋼　ＦＢ３８×６,寸法切
200046,000110,平鋼　ＦＢ３８×６,丸穴加工
200046,000200,平鋼　ＦＢ３８×６,メッキ寸法切
200046,000210,平鋼　ＦＢ３８×６,メッキ穴加工
200049,000100,平鋼　ＦＢ３８×９,寸法切
200049,000110,平鋼　ＦＢ３８×９,丸穴加工
200049,000327,平鋼　ＦＢ３８×９,定　尺　　　　L=2750
200049,000355,平鋼　ＦＢ３８×９,定　尺　　　　L=5500
200056,000100,平鋼　ＦＢ５０×６,寸法切
200056,000110,平鋼　ＦＢ５０×６,丸穴加工
200056,000111,平鋼　ＦＢ５０×６,丸穴加工
200056,000120,平鋼　ＦＢ５０×６,長穴加工
200056,000130,平鋼　ＦＢ５０×６,丸.長穴加工
200056,000200,平鋼　ＦＢ５０×６,メッキ寸法切
200056,000210,平鋼　ＦＢ５０×６,メッキ穴加工
200056,000330,平鋼　ＦＢ５０×６,定　尺　　　　L=3000
200059,000100,平鋼　ＦＢ５０×９,寸法切
200059,000110,平鋼　ＦＢ５０×９,丸穴加工
200059,000200,平鋼　ＦＢ５０×９,メッキ寸法切
200059,000210,平鋼　ＦＢ５０×９,メッキ穴加工
200065,000100,平鋼　ＦＢ６５×６,寸法切
200065,000111,平鋼　ＦＢ６５×６,丸穴加工
200065,000200,平鋼　ＦＢ６５×６,メッキ寸法切
200065,000210,平鋼　ＦＢ６５×６,メッキ穴加工
200069,000100,平鋼　ＦＢ６５×９,寸法切り
200069,000110,平鋼　ＦＢ６５×９,丸穴加工
200075,000100,平鋼　ＦＢ７５×６,寸法切
200075,000110,平鋼　ＦＢ７５×６,丸穴加工
200075,000120,平鋼　ＦＢ７５×６,長穴加工
200075,000130,平鋼　ＦＢ７５×６,丸.長穴加工
200076,000100,平鋼　ＦＢ７５×９,寸法切
200076,000110,平鋼　ＦＢ７５×９,丸穴加工
200076,000120,平鋼　ＦＢ７５×９,長穴加工
200076,000130,平鋼　ＦＢ７５×９,丸.長穴加工
200106,000100,平鋼　ＦＢ１００×６,寸法切
200106,000200,平鋼　ＦＢ１００×６,丸穴加工
200106,000300,平鋼　ＦＢ１００×６,長穴加工
201040,000100,アングル Ｌ40×40×5　,寸法切り
201040,000110,アングル Ｌ40×40×5　,丸穴加工
201040,000210,アングル Ｌ40×40×5　,丸.長穴加工
201045,000100,アングル Ｌ50×50×4,寸法切
201045,000110,アングル Ｌ50×50×4,丸穴加工
201045,000120,アングル Ｌ50×50×4,長穴加工
201045,000160,アングル Ｌ50×50×4,丸.長穴加工
201050,000100,アングル Ｌ50×50×6　,寸法切
201050,000113,アングル Ｌ50×50×6　,丸穴加工
201050,000120,アングル Ｌ50×50×6　,長穴加工
201050,000133,アングル Ｌ50×50×6　,丸.長穴加工
201050,000190,アングル Ｌ50×50×6　,ｼﾞｬﾝｸﾞﾙｼﾞﾑ穴加工
201050,000200,アングル Ｌ50×50×6　,メッキ寸法切
201050,000210,アングル Ｌ50×50×6　,メッキ穴加工
201050,000330,アングル Ｌ50×50×6　,定　尺　　  　L=3000
201050,000360,アングル Ｌ50×50×6　,定　尺　　　　L=6000
201065,000100,アングル Ｌ65×65×6　,寸法切
201065,000110,アングル Ｌ65×65×6　,丸穴加工
201065,000120,アングル Ｌ65×65×6　,長穴加工
201065,000130,アングル Ｌ65×65×6　,丸.長穴加工
201065,000200,アングル Ｌ65×65×6　,穴加工/2面
201075,000100,アングル Ｌ75×75×6　,寸法切
201075,000110,アングル Ｌ75×75×6　,丸穴加工　
201075,000120,アングル Ｌ75×75×6　,長穴加工
201075,000130,アングル Ｌ75×75×6　,丸.長穴加工
201075,000190,アングル Ｌ75×75×6　,ｼﾞｬﾝｸﾞﾙｼﾞﾑ穴加工
201075,000200,アングル Ｌ75×75×6　,メッキ寸法切
201075,000210,アングル Ｌ75×75×6　,メッキ穴加工
201075,000330,アングル Ｌ75×75×6　,定　尺　　　　L=3000
201075,000360,アングル Ｌ75×75×6　,定　尺　　　　L=6000
201076,000100,アングル Ｌ75×75×9,寸法切り
201076,000110,アングル Ｌ75×75×9,穴加工
201076,000190,アングル Ｌ75×75×9,ｼﾞｬﾝｸﾞﾙｼﾞﾑ穴加工
201177,000113,アングル Ｌ100×75×7,丸穴加工
202075,000010,チャンネル [75*40*5,寸法切
202075,000020,チャンネル [75*40*5,穴加工
202100,000010,チャンネル [100*50*5,寸法切
202100,000020,チャンネル [100*50*5,穴加工
202125,000100,チャンネル [125*65*6,寸法切
202125,000200,チャンネル [125*65*6,穴加工/上面
202125,000210,チャンネル [125*65*6,穴加工/側面
202125,000220,チャンネル [125*65*6,穴加工/両側面
202125,000230,チャンネル [125*65*6,穴加工/3面
202150,001000,チャンネル [150*75*6.5,寸法切り
202150,002000,チャンネル [150*75*6.5,穴加工
202151,002000,チャンネル [150*75*9.0,穴加工
203100,101300,Ｈ形鋼　H100*100*6*8,3面穴加工
203150,000100,Ｈ形鋼　H150*150*7*10,寸法切
203150,002000,Ｈ形鋼　H150*150*7*10,穴加工
203200,000100,Ｈ形鋼　H200*200*8*12,寸法切り
203200,000210,Ｈ形鋼　H200*200*8*12,片面穴加工
203200,000250,Ｈ形鋼　H200*200*8*12,両面穴加工
210010,000325,直線接続金物　　　　　　　　,25A用(32A*100L)金物
210010,000326,直線接続金物　　　　　　　　,SUS<半>M8*60(SW)*2組
210010,001035,直線接続金物　　　　　　　　,ドブ六角ボルトM10×35(CN)
210010,140405,直線接続金物　　　　　　　　,L40×40×5用
210010,150506,直線接続金物　　　　　　　　,L50×50×6用
210010,165656,直線接続金物　　　　　　　　,L65×65×6用
210010,175756,直線接続金物　　　　　　　　,L75×75×6用
210010,203809,直線接続金物　　　　　　　　,FB38×9用
210010,315010,直線接続金物　　　　　　　　,[150用 (FB100*9*250L/8-φ18)
210015,000462,直線接続金物-C100用,[50.5*110*50.5 L=462
210020,000001,直交部接続金物(合流接続金物),L75×75×6用(φ14)
210020,000002,直交部接続金物(合流接続金物),L75×75×6用(φ18)
210020,000020,直交部接続金物(合流接続金物),FB38×9用
210020,000030,直交部接続金物(合流接続金物),[150×75×6.5用
210020,001245,直交部接続金物(合流接続金物),M12×45(CN)
210020,315012,直交部接続金物(合流接続金物),[150用(L125*75*7*140L/6-φ18)
220010,500000,レベルライナー,【L-50】
220010,505016,レベルライナー,L50用 50×50×φ15切　t=1.6
220010,505032,レベルライナー,L50用 50×50×φ15切　t=3.2
220010,650000,レベルライナー,【L-65】
220010,655016,レベルライナー,L65用 65×50×φ18切　t=1.6
220010,655032,レベルライナー,L65用 65×50×φ18切　t=3.2
220010,655060,レベルライナー,L65用 65×50×φ18切　t=6.0
220010,750000,レベルライナー,【L-75】
220010,755016,レベルライナー,L75用 75×50×φ18切　t=1.6
220010,755032,レベルライナー,L75用 75×50×φ18切　t=3.2
220010,755060,レベルライナー,L75用 75×50×φ18切  t=6.0
220010,990000,レベルライナー,【L-100】
220010,999916,レベルライナー,L100用 100*100*φ15切　t=1.6
220010,999932,レベルライナー,L100用 100*100*φ15切　t=3.2
220020,150501,ステンレス　ライナー,SUS 150*50 t=1.0
220020,150503,ステンレス　ライナー,SUS 150*50 t=3.0
220020,150505,ステンレス　ライナー,SUS 150*50 t=5.0
230010,005006,終端キャップ,L50*50*6用(ﾋﾞﾆﾙ製/白
230010,006506,終端キャップ,L65×65×6用（ゴム製
230010,007506,終端キャップ,L75×75×6用（ゴム製
230020,000250,ネジなし鋼管用 保護キャップ,25A用(φ34.0) 乳白色
250010,105006,Ｌ形金物,L-0*0 (FB)
250010,562525,Ｌ形金物,L-250*250 (FB50*6)
250020,100000,コの字形金物,W*H (FB)
250020,506000,コの字形金物,【FB50*6】
250020,506305,コの字形金物,W300*H50 (FB50*6)
250020,506335,コの字形金物,W300*H350 (FB50*6)
250020,506405,コの字形金物,W400*H50 (FB50*6)
250020,506505,コの字形金物,W500*H50 (FB50*6)
250020,506605,コの字形金物,W600*H50 (FB50*6)
250020,506705,コの字形金物,W700*H50 (FB50*6)
250020,509000,コの字形金物,【FB50*9】
250020,509505,コの字形金物,W500*H50 (FB50*9)
250020,509605,コの字形金物,W582*H50 (FB50*9)
250020,509705,コの字形金物,W682*H50 (FB50*9)
250020,594219,コの字形金物,W418*H183/FB50*9
250020,594234,コの字形金物,W418*H333/FB50*9
250020,595128,コの字形金物,W518*H283/FB50*9
250020,790000,コの字形金物,【FB75*9】
250020,791041,コの字形金物,W1060*H410 (FB75*9)
250030,001000,ハット形金物,W00*H00*0(FB)
250035,100000,ハット形金物(FB38/50),W0*H0* (FB38/50*)
250035,200000,ハット形金物(FB38/50),　W200
250035,200505,ハット形金物(FB38/50),W200*H 50* 56(FB50*6)
250035,201006,ハット形金物(FB38/50),W200*H100* 56(FB50*6)
250035,202005,ハット形金物(FB38/50),W200*H200* 56(FB50*6)
250035,202010,ハット形金物(FB38/50),W200*H200*100(FB50*6)
250035,300000,ハット形金物(FB38/50),　W300
250035,301006,ハット形金物(FB38/50),W300*H100* 56(FB50*6)
250035,301010,ハット形金物(FB38/50),W300*H100*100(FB50*6)
250035,301506,ハット形金物(FB38/50),W300*H150* 56(FB50*6)
250035,302006,ハット形金物(FB38/50),W300*H200* 56(FB50*6)
250035,302010,ハット形金物(FB38/50),W300*H200*100(FB50*6)
250035,303006,ハット形金物(FB38/50),W300*H300* 56(FB50*6)
250035,303010,ハット形金物(FB38/50),W300*H300*100(FB50*6)
250035,304010,ハット形金物(FB38/50),W300*H400*100(FB50*6)
250035,305005,ハット形金物(FB38/50),W300*H500* 56(FB50*6)
250035,350503,ハット形金物(FB38/50),W350*H 50* 31(FB50*6)
250035,400000,ハット形金物(FB38/50),　W400
250035,400506,ハット形金物(FB38/50),W400*H 50* 56(FB50*6)
250035,401010,ハット形金物(FB38/50),W400*H100* 56(FB50*6)
250035,402006,ハット形金物(FB38/50),W400*H200* 56(FB50*6)
250035,403006,ハット形金物(FB38/50),W400*H300* 56(FB50*6)
250035,500000,ハット形金物(FB38/50),　W500
250035,502006,ハット形金物(FB38/50),W500*H200*56(FB50*6)
250035,503006,ハット形金物(FB38/50),W500*H300*56(FB50*6)
250035,503010,ハット形金物(FB38/50),W500*H300*100(FB50*6)
250037,001000,ハット形金物(FB75),W00*H00*0(FB75*)
250040,565510,Ｃ形金物,W625*H85*125(FB65*6)
250040,100000,Ｃ形金物,W0*H0*0(FB
250040,562000,Ｃ形金物,W200
250040,562205,Ｃ形金物,W200*H200*55(FB50*6
250040,562210,Ｃ形金物,W200*H200*70(FB50*6
250040,563000,Ｃ形金物,W300
250040,563105,Ｃ形金物,W300*H150*55(FB50*6
250040,563210,Ｃ形金物,W300*H200*100(FB50*6
250040,563310,Ｃ形金物,W300*H300*100(FB50*6
250040,564000,Ｃ形金物,W400
250040,564068,Ｃ形金物,W400*H60*40(FB50*6)
250040,564105,Ｃ形金物,W400*H150*55(FB50*6
250040,564210,Ｃ形金物,W400*H200*100(FB50*6
250040,564310,Ｃ形金物,W400*H300*100(FB50*6
250040,565000,Ｃ形金物,W500
250040,565210,Ｃ形金物,W500*H200*100(FB50*6)
250040,565310,Ｃ形金物,W500*H300*100(FB50*6)
250040,565410,Ｃ形金物,W500*H400*100(FB50*6)
290050,000100,リップみぞ形鋼,C100*50*20*2.3
290050,000110,リップみぞ形鋼,C100*50*20*2.3(穴)
290050,075452,リップみぞ形鋼,C75*45*15*2.3
290050,075455,リップみぞ形鋼,C75*45*15*2.3(穴)
290050,603022,リップみぞ形鋼,C60*30*10*2.3(穴)
290060,105310,軽量ミゾ形鋼,[100×50×3.2(切)
290060,105320,軽量ミゾ形鋼,[100×50×3.2 丸穴
290060,205320,軽量ミゾ形鋼,[200*50*3.2　丸穴
290065,100000,特殊軽ミゾ形鋼,■　穴無し
290065,107543,特殊軽ミゾ形鋼,[-75*45*3.2
290065,110054,特殊軽ミゾ形鋼,[-100*50*4.5
290065,115074,特殊軽ミゾ形鋼,[-150*75*4.5
290065,200000,特殊軽ミゾ形鋼,■　穴加工
290065,200100,特殊軽ミゾ形鋼,[-250*50*4.5-穴
290065,207543,特殊軽ミゾ形鋼,[-75*45*3.2-穴
290065,210054,特殊軽ミゾ形鋼,[-100*50*4.5-穴
290065,215074,特殊軽ミゾ形鋼,[-150*75*4.5-穴
290070,250100,配管用鋼管（ＳＧＰ）,25A 寸法切り
290070,250210,配管用鋼管（ＳＧＰ）,25A 貫通穴
290070,320100,配管用鋼管（ＳＧＰ）,32A 寸法切り
290070,320210,配管用鋼管（ＳＧＰ）,32A 貫通穴
290080,,構造用鋼管（ＳＴＫ）,
290090,010450,縞鋼板　　　　　　　　　　　,t=4.5  寸法切り
290090,010600,縞鋼板　　　　　　　　　　　,t=6.0  寸法切り
298016,000999,亜鉛鉄板　t=1.6,0000*0000
298016,100000,亜鉛鉄板　t=1.6,◆　素材　◆
298016,100048,亜鉛鉄板　t=1.6,4×8（1219*2438）
298016,100100,亜鉛鉄板　t=1.6,◆　切断のみ　◆
298016,101212,亜鉛鉄板　t=1.6,1200*1200
298032,000999,亜鉛鉄板　t=3.2,0000*0000
298032,100000,亜鉛鉄板　t=3.2,◆　素材　◆
298032,100048,亜鉛鉄板　t=3.2,4×8（1219*2438）
298032,100100,亜鉛鉄板　t=3.2,◆　切断のみ　◆
298032,101212,亜鉛鉄板　t=3.2,1200*1200
314150,000100,平行基礎桁  [ 150*75*6.5,寸法切り
314150,000200,平行基礎桁  [ 150*75*6.5,基礎穴
314150,000300,平行基礎桁  [ 150*75*6.5,架台穴
314150,000400,平行基礎桁  [ 150*75*6.5,リブ付
314150,100023,平行基礎桁  [ 150*75*6.5,基礎.架台穴
314150,100024,平行基礎桁  [ 150*75*6.5,基礎.リブ
314150,100034,平行基礎桁  [ 150*75*6.5,架台.リブ
314150,100234,平行基礎桁  [ 150*75*6.5,基礎.架台.リブ
314150,100235,平行基礎桁  [ 150*75*6.5,基礎.架台.補強
314151,000100,平行基礎桁　[ 150*75*9,寸法切り
314151,000200,平行基礎桁　[ 150*75*9,基礎穴
314151,000300,平行基礎桁　[ 150*75*9,架台穴
314151,000400,平行基礎桁　[ 150*75*9,リブ付
314151,100023,平行基礎桁　[ 150*75*9,基礎.架台穴
314151,100024,平行基礎桁　[ 150*75*9,基礎.リブ
314151,100034,平行基礎桁　[ 150*75*9,架台.リブ
314151,100234,平行基礎桁　[ 150*75*9,基礎.架台.リブ
314151,100235,平行基礎桁　[ 150*75*9,基礎.架台.補強
314200,000100,平行基礎桁　[ 200*80*7.5,寸法切り
314200,000200,平行基礎桁　[ 200*80*7.5,基礎穴
314200,000300,平行基礎桁　[ 200*80*7.5,架台穴
314200,000400,平行基礎桁　[ 200*80*7.5,リブ付け
314200,100023,平行基礎桁　[ 200*80*7.5,基礎.架台穴
314200,100024,平行基礎桁　[ 200*80*7.5,基礎.リブ
314200,100034,平行基礎桁　[ 200*80*7.5,架台.リブ
314200,100234,平行基礎桁　[ 200*80*7.5,基礎.架台.リブ
314200,100235,平行基礎桁　[ 200*80*7.5,基礎.架台.補強
